data_hora,Demanda_MW,Vel_viento
2015-12-29 04,1170.407393,10.65372202
2015-12-29 05,1146.371477,3.743181122
2015-12-29 06,1105.232766,32.96071976
2015-12-29 07,1099.640247,17.35997243
2015-12-29 08,1188.379742,30.1265069
2015-12-29 09,1300.829741,30.09733843
2015-12-29 10,1399.801089,24.9304999
2015-12-29 11,1461.168635,15.21003644
2015-12-29 12,1528.059702,21.88925466
2015-12-29 13,1573.625289,31.49538686
2015-12-29 14,1616.878387,15.75660543
2015-12-29 15,1611.413946,7.227391835
2015-12-29 16,1587.018948,9.524583492
2015-12-29 17,1572.052873,17.68115831
2015-12-29 18,1513.024057,18.25244062
2015-12-29 19,1445.288117,13.2118973
2015-12-29 20,1450.033467,21.95572566
2015-12-29 21,1593.409013,39.38293716
2015-12-29 22,1645.510864,11.77872699
2015-12-29 23,1609.527142,13.9355799
2015-12-30 00,1533.892563,28.80510114
2015-12-30 01,1415.522379,36.62602934
2015-12-30 02,1294.110414,29.52888304
2015-12-30 03,1212.490022,16.44739104
2015-12-30 04,1172.207598,6.530640565
2015-12-30 05,1156.392446,4.327224785
2015-12-30 06,1132.462717,19.28035026
2015-12-30 07,1118.514693,12.57336359
2015-12-30 08,1183.952413,20.89884306
2015-12-30 09,1277.016052,27.4568793
2015-12-30 10,1361.524152,19.8957523
2015-12-30 11,1416.61715,12.30854183
2015-12-30 12,1454.793998,16.13768184
2015-12-30 13,1479.054233,6.999815629
2015-12-30 14,1492.622281,8.458867087
2015-12-30 15,1479.00285,5.599337985
2015-12-30 16,1476.626252,6.417001249
2015-12-30 17,1450.236661,10.87193071
2015-12-30 18,1399.230679,19.45569356
2015-12-30 19,1338.881018,10.28568053
2015-12-30 20,1319.379882,9.573678724
2015-12-30 21,1467.218849,50.69475434
2015-12-30 22,1510.557303,8.249185335
2015-12-30 23,1467.365884,11.99780234
2015-12-31 00,1400.682959,23.59587256
2015-12-31 01,1299.669482,34.58489619
2015-12-31 02,1184.592278,31.06456743
2015-12-31 03,1099.99589,18.96671164
2015-12-31 04,1053.656292,9.854024931
2015-12-31 05,1031.728314,3.944349513
2015-12-31 06,994.5848303,27.34574758
2015-12-31 07,992.7697407,15.17217804
2015-12-31 08,1068.14482,26.73808082
2015-12-31 09,1171.925171,35.66156418
2015-12-31 10,1271.935083,16.15951294
2015-12-31 11,1298.171677,5.378930265
2015-12-31 12,1313.304261,4.753618306
2015-12-31 13,1314.097447,3.720922614
2015-12-31 14,1322.431573,4.813249403
2015-12-31 15,1329.999632,3.126474777
2015-12-31 16,1327.829698,5.575694039
2015-12-31 17,1302.304029,7.808012633
2015-12-31 18,1272.870222,11.17132272
2015-12-31 19,1241.790227,3.964677852
2015-12-31 20,1271.357749,24.11233728
2015-12-31 21,1457.537963,53.05927473
2015-12-31 22,1430.585918,43.39290604
2015-12-31 23,1295.401011,30.62242359
2016-01-01 00,1209.799104,22.29276452
2016-01-01 01,1135.950851,4.688761
2016-01-01 02,1125.784112,11.54214118
2016-01-01 03,1065.468506,21.30781943
2016-01-01 04,998.1263318,17.35510737
2016-01-01 05,951.224954,13.04340758
2016-01-01 06,891.9022112,34.72584728
2016-01-01 07,827.5926357,3.073197715
2016-01-01 08,834.1915395,6.078014147
2016-01-01 09,866.4246672,11.46931377
2016-01-01 10,908.2697807,13.3899373
2016-01-01 11,958.5897752,13.49358861
2016-01-01 12,997.81341,9.580277841
2016-01-01 13,1023.395931,4.78964133
2016-01-01 14,1030.782022,3.84101159
2016-01-01 15,1033.777299,4.500617591
2016-01-01 16,1048.904573,5.538675801
2016-01-01 17,1056.735068,3.522874113
2016-01-01 18,1046.692467,8.969909456
2016-01-01 19,1024.857331,2.99996086
2016-01-01 20,1041.585391,13.66117299
2016-01-01 21,1218.800519,66.05047447
2016-01-01 22,1301.572552,5.53978836
2016-01-01 23,1300.302021,5.549347898
2016-01-02 00,1254.65114,24.28411486
2016-01-02 01,1169.148531,26.80892367
2016-01-02 02,1072.427781,25.01141519
2016-01-02 03,1006.406642,15.12527029
2016-01-02 04,964.1601064,10.59205821
2016-01-02 05,942.1345636,5.448637491
2016-01-02 06,901.6940123,32.02157492
2016-01-02 07,874.7344085,8.588843854
2016-01-02 08,915.0730359,13.64668565
2016-01-02 09,984.1823609,21.94326673
2016-01-02 10,1060.498804,18.56947293
2016-01-02 11,1116.04633,12.81022378
2016-01-02 12,1158.14854,12.60730895
2016-01-02 13,1204.237998,15.30606406
2016-01-02 14,1242.45164,7.995978469
2016-01-02 15,1256.730347,4.585121343
2016-01-02 16,1255.612978,4.302186554
2016-01-02 17,1242.738411,7.69999586
2016-01-02 18,1213.97106,13.23838862
2016-01-02 19,1173.382853,6.158558054
2016-01-02 20,1184.029018,17.35039629
2016-01-02 21,1361.974094,60.9096967
2016-01-02 22,1414.683165,12.00550861
2016-01-02 23,1372.242376,12.33628427
2016-01-03 00,1308.290032,24.19304785
2016-01-03 01,1220.876054,28.89106759
2016-01-03 02,1126.337721,23.54373286
2016-01-03 03,1050.265262,19.4689999
2016-01-03 04,997.1975184,12.66128722
2016-01-03 05,967.2405251,7.355840044
2016-01-03 06,917.489064,32.90290925
2016-01-03 07,880.7445003,3.767791227
2016-01-03 08,901.9930702,9.599761016
2016-01-03 09,945.8600645,15.48238751
2016-01-03 10,994.0125163,13.75037634
2016-01-03 11,1033.031072,9.970286971
2016-01-03 12,1069.221079,13.65433696
2016-01-03 13,1126.213213,17.09832103
2016-01-03 14,1167.823027,7.915342742
2016-01-03 15,1184.171171,5.252827267
2016-01-03 16,1185.606771,4.513732344
2016-01-03 17,1181.685425,4.914133398
2016-01-03 18,1164.844859,10.88842568
2016-01-03 19,1133.243488,4.07803439
2016-01-03 20,1156.555941,21.63999816
2016-01-03 21,1334.356118,54.97283765
2016-01-03 22,1408.215747,4.140294123
2016-01-03 23,1399.361201,10.10256046
2016-01-04 00,1339.528397,24.37536175
2016-01-04 01,1247.187237,29.40068229
2016-01-04 02,1143.733023,26.61858642
2016-01-04 03,1069.819607,18.35081185
2016-01-04 04,1026.228709,10.34714044
2016-01-04 05,1011.921071,3.641922559
2016-01-04 06,992.3071272,26.78168749
2016-01-04 07,990.8529441,16.42388265
2016-01-04 08,1072.46172,25.91446201
2016-01-04 09,1176.836875,28.60586517
2016-01-04 10,1269.063927,22.37895328
2016-01-04 11,1336.68238,18.90385398
2016-01-04 12,1412.329972,23.83098698
2016-01-04 13,1492.51821,26.65095289
2016-01-04 14,1575.150092,17.03800056
2016-01-04 15,1599.133549,5.414175757
2016-01-04 16,1565.683095,16.14706255
2016-01-04 17,1510.360169,16.45121671
2016-01-04 18,1450.542459,19.04286014
2016-01-04 19,1390.165279,6.106233361
2016-01-04 20,1413.928503,31.71533677
2016-01-04 21,1578.380207,37.43250593
2016-01-04 22,1607.131144,10.67284529
2016-01-04 23,1566.916567,13.67021532
2016-01-05 00,1489.24868,32.30678962
2016-01-05 01,1364.043093,38.4646596
2016-01-05 02,1237.967882,32.12331926
2016-01-05 03,1153.935246,15.47260643
2016-01-05 04,1118.211801,13.2642634
2016-01-05 05,1092.301284,5.147893476
2016-01-05 06,1065.759178,24.11112445
2016-01-05 07,1057.995738,18.22046195
2016-01-05 08,1149.284329,31.59954007
2016-01-05 09,1280.382942,34.83025778
2016-01-05 10,1375.9373,18.43386509
2016-01-05 11,1414.780382,15.95910991
2016-01-05 12,1475.213302,12.442828
2016-01-05 13,1514.115438,16.10744769
2016-01-05 14,1555.837696,12.54648081
2016-01-05 15,1552.758737,3.802585902
2016-01-05 16,1537.585867,9.027741526
2016-01-05 17,1493.418248,22.98585662
2016-01-05 18,1416.592555,19.93165872
2016-01-05 19,1339.081612,13.31809151
2016-01-05 20,1325.716199,15.53793515
2016-01-05 21,1468.469998,41.93989952
2016-01-05 22,1493.995374,14.45718099
2016-01-05 23,1451.73117,12.6250136
2016-01-06 00,1381.897363,28.35293554
2016-01-06 01,1271.38558,34.75002337
2016-01-06 02,1164.266349,26.12420979
2016-01-06 03,1075.992374,23.48151384
2016-01-06 04,1021.342771,11.61029014
2016-01-06 05,998.8573147,4.893868515
2016-01-06 06,972.7277474,23.64688813
2016-01-06 07,933.9324311,5.617527649
2016-01-06 08,969.8139965,12.98119599
2016-01-06 09,1020.550299,16.45677277
2016-01-06 10,1082.298121,17.97743761
2016-01-06 11,1126.72976,11.52410911
2016-01-06 12,1168.141936,12.62164897
2016-01-06 13,1202.650055,8.0500933
2016-01-06 14,1219.019886,4.584518272
2016-01-06 15,1209.527514,4.219473652
2016-01-06 16,1210.196269,4.523231951
2016-01-06 17,1202.302812,5.538574626
2016-01-06 18,1185.107503,8.971311538
2016-01-06 19,1153.766327,5.253443636
2016-01-06 20,1163.886897,15.90190254
2016-01-06 21,1329.077125,60.57123948
2016-01-06 22,1389.132421,7.248823296
2016-01-06 23,1358.328683,11.24728955
2016-01-07 00,1292.113341,27.81178156
2016-01-07 01,1187.340361,31.43690585
2016-01-07 02,1085.993123,26.30359873
2016-01-07 03,1005.727731,16.9455496
2016-01-07 04,969.3276057,6.874727724
2016-01-07 05,959.0307801,4.176519302
2016-01-07 06,936.8366103,25.06725217
2016-01-07 07,934.6944171,20.30974674
2016-01-07 08,1021.244739,27.72731652
2016-01-07 09,1120.633917,25.87845656
2016-01-07 10,1195.847748,15.45682409
2016-01-07 11,1239.889974,10.73137129
2016-01-07 12,1277.094769,10.0700183
2016-01-07 13,1299.113397,9.411532467
2016-01-07 14,1325.597017,4.588893339
2016-01-07 15,1326.478654,4.961866027
2016-01-07 16,1324.576552,5.28111263
2016-01-07 17,1318.348288,5.266626737
2016-01-07 18,1286.149055,15.15744062
2016-01-07 19,1227.828835,8.220689367
2016-01-07 20,1232.594253,14.63244578
2016-01-07 21,1413.731523,61.01583194
2016-01-07 22,1464.931179,13.87644965
2016-01-07 23,1403.185744,17.88883512
2016-01-08 00,1307.02278,34.97777807
2016-01-08 01,1201.42474,35.947824
2016-01-08 02,1077.058487,35.17452975
2016-01-08 03,1000.99008,13.20239129
2016-01-08 04,963.1402175,8.799621154
2016-01-08 05,956.9720914,2.703431255
2016-01-08 06,939.9239622,22.04833781
2016-01-08 07,940.0335298,16.3372132
2016-01-08 08,1007.679172,24.28855743
2016-01-08 09,1089.339414,21.32751889
2016-01-08 10,1163.116606,17.8793554
2016-01-08 11,1202.192792,8.666892071
2016-01-08 12,1246.196802,14.80373693
2016-01-08 13,1275.551256,8.535946785
2016-01-08 14,1296.627589,4.718519721
2016-01-08 15,1305.333278,4.540411987
2016-01-08 16,1314.30169,3.373490114
2016-01-08 17,1309.904238,5.341974576
2016-01-08 18,1286.921289,14.04375142
2016-01-08 19,1234.954503,6.52779178
2016-01-08 20,1230.579836,10.61895895
2016-01-08 21,1399.449446,66.78663375
2016-01-08 22,1457.745768,15.59780699
2016-01-08 23,1392.675102,16.74736326
2016-01-09 00,1322.487602,27.64436738
2016-01-09 01,1226.109025,30.37552162
2016-01-09 02,1125.304646,24.85623539
2016-01-09 03,1043.470157,16.20591251
2016-01-09 04,999.7715282,10.19241919
2016-01-09 05,979.2977935,3.047161396
2016-01-09 06,946.2154671,31.03888026
2016-01-09 07,911.6623382,9.842627316
2016-01-09 08,967.8395541,22.49408026
2016-01-09 09,1054.365105,33.35698176
2016-01-09 10,1141.156629,29.43250692
2016-01-09 11,1190.775893,10.95084535
2016-01-09 12,1226.248433,12.63856778
2016-01-09 13,1261.868716,8.683525794
2016-01-09 14,1278.948144,3.544337879
2016-01-09 15,1274.215224,4.053747724
2016-01-09 16,1260.153944,7.409917114
2016-01-09 17,1240.283295,7.269229705
2016-01-09 18,1212.864139,12.62469673
2016-01-09 19,1178.349468,3.597306847
2016-01-09 20,1201.384427,20.55737536
2016-01-09 21,1366.405999,49.85478163
2016-01-09 22,1399.227644,15.41122491
2016-01-09 23,1339.177787,16.30389348
2016-01-10 00,1271.49621,28.47934656
2016-01-10 01,1194.29359,23.53905252
2016-01-10 02,1105.299833,26.52943565
2016-01-10 03,1031.888166,18.70004836
2016-01-10 04,980.209506,11.09325685
2016-01-10 05,954.7439995,6.931992294
2016-01-10 06,917.0224388,29.3186933
2016-01-10 07,858.8823565,3.853802638
2016-01-10 08,882.787902,9.240579924
2016-01-10 09,925.5318161,17.63785471
2016-01-10 10,991.9228429,17.25471712
2016-01-10 11,1038.660257,10.66635697
2016-01-10 12,1101.164897,15.48036435
2016-01-10 13,1161.427308,15.04110989
2016-01-10 14,1198.207636,4.792061983
2016-01-10 15,1201.590364,4.214190619
2016-01-10 16,1189.841153,6.959074162
2016-01-10 17,1171.048537,4.963371562
2016-01-10 18,1149.012892,12.02508008
2016-01-10 19,1131.838969,4.079646419
2016-01-10 20,1142.277722,8.739373207
2016-01-10 21,1277.3843,55.15074376
2016-01-10 22,1352.647176,5.552491822
2016-01-10 23,1343.017608,5.203482099
2016-01-11 00,1293.421,24.1806782
2016-01-11 01,1203.976317,28.5142542
2016-01-11 02,1109.028987,28.05501683
2016-01-11 03,1036.137889,14.63741352
2016-01-11 04,1001.860144,7.525543751
2016-01-11 05,994.3861199,2.343138959
2016-01-11 06,980.9592002,23.25815198
2016-01-11 07,981.6414844,18.63249238
2016-01-11 08,1068.654967,28.09790313
2016-01-11 09,1190.940177,34.33558219
2016-01-11 10,1295.968009,23.49681552
2016-01-11 11,1361.603301,16.48906843
2016-01-11 12,1422.498597,17.79538593
2016-01-11 13,1476.19698,16.5110987
2016-01-11 14,1524.901505,8.574747538
2016-01-11 15,1542.48318,4.632414246
2016-01-11 16,1542.627643,4.284333551
2016-01-11 17,1520.461767,11.31576566
2016-01-11 18,1460.348149,25.30662982
2016-01-11 19,1367.256356,15.30119509
2016-01-11 20,1335.260739,5.38147792
2016-01-11 21,1499.62763,73.37134888
2016-01-11 22,1581.831978,9.173829036
2016-01-11 23,1551.463129,16.67479695
2016-01-12 00,1468.087685,30.15910026
2016-01-12 01,1348.8027,40.01702656
2016-01-12 02,1221.914073,32.0914888
2016-01-12 03,1134.955295,16.03266525
2016-01-12 04,1104.989354,5.052327446
2016-01-12 05,1080.955089,8.11113344
2016-01-12 06,1050.95631,29.9371401
2016-01-12 07,1049.648501,24.341059
2016-01-12 08,1122.492886,28.94147148
2016-01-12 09,1240.925529,33.58048558
2016-01-12 10,1348.08398,31.87965737
2016-01-12 11,1437.788482,20.93912574
2016-01-12 12,1513.78842,26.42643946
2016-01-12 13,1588.504334,23.83165155
2016-01-12 14,1650.691745,9.326529555
2016-01-12 15,1662.683674,11.10341393
2016-01-12 16,1657.907391,14.07094489
2016-01-12 17,1600.67109,20.81055774
2016-01-12 18,1512.975283,30.65010789
2016-01-12 19,1432.824201,10.26161993
2016-01-12 20,1409.786228,4.991177217
2016-01-12 21,1533.99283,64.09248777
2016-01-12 22,1612.292564,20.19253409
2016-01-12 23,1557.457665,14.62860309
2016-01-13 00,1475.873462,32.69029404
2016-01-13 01,1355.695691,38.19902801
2016-01-13 02,1230.824044,31.04664044
2016-01-13 03,1141.279733,19.46217658
2016-01-13 04,1089.557765,15.45795434
2016-01-13 05,1069.15024,5.214290027
2016-01-13 06,1048.912752,26.97908594
2016-01-13 07,1027.704611,15.65161165
2016-01-13 08,1099.47816,25.46491647
2016-01-13 09,1205.094135,30.79048177
2016-01-13 10,1285.418772,18.60467483
2016-01-13 11,1342.714264,15.55361133
2016-01-13 12,1386.295031,13.37269742
2016-01-13 13,1413.39805,10.79373473
2016-01-13 14,1443.01929,6.012171103
2016-01-13 15,1456.967584,5.257488138
2016-01-13 16,1451.057216,5.723694634
2016-01-13 17,1424.422234,9.98883535
2016-01-13 18,1377.855794,20.50767292
2016-01-13 19,1300.612498,12.48630399
2016-01-13 20,1279.161217,11.36694054
2016-01-13 21,1438.681074,61.17399481
2016-01-13 22,1493.245897,12.80396598
2016-01-13 23,1438.893293,19.43359848
2016-01-14 00,1350.502834,32.93502909
2016-01-14 01,1238.792028,32.20231281
2016-01-14 02,1133.475042,27.48975862
2016-01-14 03,1058.483629,14.92373416
2016-01-14 04,1021.678468,9.313095337
2016-01-14 05,1009.84681,3.511682145
2016-01-14 06,992.4532443,23.8930438
2016-01-14 07,980.1957214,16.28464299
2016-01-14 08,1063.46554,27.36750447
2016-01-14 09,1166.575877,27.49411604
2016-01-14 10,1256.335506,20.63580356
2016-01-14 11,1321.265424,16.09956486
2016-01-14 12,1376.711317,17.89397491
2016-01-14 13,1436.176679,20.17444771
2016-01-14 14,1502.367804,13.54010213
2016-01-14 15,1536.954518,10.48752624
2016-01-14 16,1548.38514,3.944041959
2016-01-14 17,1535.861982,8.5931209
2016-01-14 18,1487.759449,19.28184581
2016-01-14 19,1401.472775,17.25081683
2016-01-14 20,1367.36193,7.052855242
2016-01-14 21,1529.686684,69.41479511
2016-01-14 22,1605.228484,10.50508217
2016-01-14 23,1549.619711,26.22949093
2016-01-15 00,1458.11932,28.20797247
2016-01-15 01,1345.685303,31.51561671
2016-01-15 02,1227.243748,33.45163668
2016-01-15 03,1129.622322,21.37991522
2016-01-15 04,1080.209947,9.569757693
2016-01-15 05,1061.908644,4.014974239
2016-01-15 06,1040.047658,27.89137702
2016-01-15 07,1018.420427,14.62498802
2016-01-15 08,1107.39748,31.34346597
2016-01-15 09,1224.088647,29.64034461
2016-01-15 10,1329.161639,28.55183308
2016-01-15 11,1401.975836,15.64451948
2016-01-15 12,1470.922041,19.60339286
2016-01-15 13,1518.321683,15.46552032
2016-01-15 14,1569.396482,10.64069627
2016-01-15 15,1583.028191,3.698131993
2016-01-15 16,1567.67911,12.55157977
2016-01-15 17,1510.906079,19.49509934
2016-01-15 18,1426.843929,32.2023146
2016-01-15 19,1330.526915,16.40564029
2016-01-15 20,1295.883646,8.128728617
2016-01-15 21,1436.003254,55.23406765
2016-01-15 22,1481.492824,16.57482688
2016-01-15 23,1428.462925,15.19871503
2016-01-16 00,1357.756078,26.54671221
2016-01-16 01,1264.297953,29.77907887
2016-01-16 02,1161.036671,28.67465915
2016-01-16 03,1079.528288,19.56675293
2016-01-16 04,1039.363471,7.60563927
2016-01-16 05,1021.572848,4.636472628
2016-01-16 06,993.6826857,28.25948669
2016-01-16 07,949.4370633,5.697227579
2016-01-16 08,990.4488532,17.2012419
2016-01-16 09,1062.933103,21.86631336
2016-01-16 10,1138.480343,18.83511861
2016-01-16 11,1191.347406,12.85240969
2016-01-16 12,1241.760379,18.15712806
2016-01-16 13,1301.394984,17.4680301
2016-01-16 14,1341.55938,7.731695029
2016-01-16 15,1357.912153,4.747672415
2016-01-16 16,1359.885044,3.392934124
2016-01-16 17,1345.041642,7.725736933
2016-01-16 18,1307.211248,16.6772915
2016-01-16 19,1252.181717,6.456429688
2016-01-16 20,1260.118119,16.68581523
2016-01-16 21,1423.015045,49.38600583
2016-01-16 22,1469.423632,22.21092319
2016-01-16 23,1415.757249,12.62323528
2016-01-17 00,1348.757119,21.65478222
2016-01-17 01,1270.031909,36.93743391
2016-01-17 02,1182.532335,23.46938355
2016-01-17 03,1111.454758,17.17503673
2016-01-17 04,1055.18878,14.19092632
2016-01-17 05,1019.685921,13.94122722
2016-01-17 06,984.5839595,24.34766956
2016-01-17 07,911.2157226,6.433794157
2016-01-17 08,927.81568,10.55997429
2016-01-17 09,977.3211463,19.22500586
2016-01-17 10,1043.530152,17.2937686
2016-01-17 11,1109.550139,20.31454548
2016-01-17 12,1181.544888,24.38843565
2016-01-17 13,1269.830544,26.46579983
2016-01-17 14,1341.344047,13.52745597
2016-01-17 15,1374.757067,13.96435224
2016-01-17 16,1382.748996,9.89207404
2016-01-17 17,1357.611589,13.1796525
2016-01-17 18,1302.186423,12.02865763
2016-01-17 19,1229.868071,25.71655368
2016-01-17 20,1253.602741,33.84249551
2016-01-17 21,1426.387387,60.92812451
2016-01-17 22,1529.021935,9.318612955
2016-01-17 23,1552.295983,6.995230809
2016-01-18 00,1518.744976,22.74018383
2016-01-18 01,1415.082404,37.2039708
2016-01-18 02,1295.572525,29.94740133
2016-01-18 03,1205.54817,22.19912755
2016-01-18 04,1157.258463,11.24790961
2016-01-18 05,1145.024217,9.238315609
2016-01-18 06,1116.948419,19.45822455
2016-01-18 07,1095.421763,9.744096787
2016-01-18 08,1167.899436,24.0270399
2016-01-18 09,1273.727941,31.97920655
2016-01-18 10,1375.837952,27.44734814
2016-01-18 11,1447.294311,17.58121212
2016-01-18 12,1503.44753,16.41943653
2016-01-18 13,1525.934753,24.84506537
2016-01-18 14,1592.989738,6.589241601
2016-01-18 15,1595.604803,4.726253664
2016-01-18 16,1575.28497,12.07506368
2016-01-18 17,1522.702962,19.25890187
2016-01-18 18,1446.506986,26.42346548
2016-01-18 19,1346.64015,18.12918509
2016-01-18 20,1309.791026,9.698703132
2016-01-18 21,1462.51936,62.4918651
2016-01-18 22,1521.131697,9.268385398
2016-01-18 23,1494.170804,12.4188672
2016-01-19 00,1422.131818,29.15811283
2016-01-19 01,1301.639911,37.51784988
2016-01-19 02,1190.770231,26.61581315
2016-01-19 03,1118.155963,17.13108026
2016-01-19 04,1078.764109,8.68651941
2016-01-19 05,1069.135413,3.053511976
2016-01-19 06,1057.15493,19.56714335
2016-01-19 07,1042.070115,15.64249786
2016-01-19 08,1130.218116,29.98651109
2016-01-19 09,1239.970346,26.87729678
2016-01-19 10,1330.414101,23.47562598
2016-01-19 11,1390.008109,14.75265625
2016-01-19 12,1449.573002,17.40348726
2016-01-19 13,1488.159398,17.56778398
2016-01-19 14,1540.929392,10.27523771
2016-01-19 15,1565.004543,8.047309998
2016-01-19 16,1560.42795,7.175401597
2016-01-19 17,1534.44681,7.447856275
2016-01-19 18,1463.821878,28.82164231
2016-01-19 19,1369.821757,16.92691879
2016-01-19 20,1347.396022,15.30450939
2016-01-19 21,1514.237514,55.13588723
2016-01-19 22,1568.77347,5.45576055
2016-01-19 23,1539.025157,17.10924479
2016-01-20 00,1464.093827,28.3654473
2016-01-20 01,1344.606243,38.69637014
2016-01-20 02,1215.92281,36.2204923
2016-01-20 03,1142.808018,14.3431922
2016-01-20 04,1102.467394,9.858874796
2016-01-20 05,1089.883079,5.232900057
2016-01-20 06,1087.166992,7.168838891
2016-01-20 07,1076.043947,5.742790605
2016-01-20 08,1127.561527,21.79022745
2016-01-20 09,1220.657913,29.08670365
2016-01-20 10,1310.108296,20.53823856
2016-01-20 11,1373.83692,15.84617868
2016-01-20 12,1429.446583,16.78024603
2016-01-20 13,1461.733184,12.00399642
2016-01-20 14,1494.986981,7.776523111
2016-01-20 15,1484.58976,11.64904815
2016-01-20 16,1091.307948,374.5607105
2016-01-20 17,1325.943086,20.47823407
2016-01-20 18,1360.318331,7.135393093
2016-01-20 19,1335.450409,12.59176798
2016-01-20 20,1367.032777,11.6547906
2016-01-20 21,1489.5603,41.0448169
2016-01-20 22,1485.978374,17.16202745
2016-01-20 23,1453.134887,22.76273634
2016-01-21 00,1385.041162,24.6574182
2016-01-21 01,1267.193734,38.82764982
2016-01-21 02,1149.210511,29.35258182
2016-01-21 03,1078.070431,15.17391448
2016-01-21 04,1036.330544,9.831121677
2016-01-21 05,1024.65005,2.826442374
2016-01-21 06,1022.710347,16.68356196
2016-01-21 07,1017.886426,19.27015098
2016-01-21 08,1109.718838,29.09096104
2016-01-21 09,1230.734065,34.00151046
2016-01-21 10,1323.656679,19.45071197
2016-01-21 11,1392.99721,19.08279611
2016-01-21 12,1456.099266,17.43038583
2016-01-21 13,1486.680327,17.37121416
2016-01-21 14,1550.922881,32.70742068
2016-01-21 15,1577.987689,9.983741152
2016-01-21 16,1581.70821,9.232588768
2016-01-21 17,1565.048896,14.82889891
2016-01-21 18,1499.524474,28.14325362
2016-01-21 19,1394.344806,20.42628193
2016-01-21 20,1363.625844,9.565212126
2016-01-21 21,1529.025418,63.02332676
2016-01-21 22,1596.719262,10.63032908
2016-01-21 23,1559.564857,17.0643219
2016-01-22 00,1485.954298,28.38047137
2016-01-22 01,1414.704572,53.50844537
2016-01-22 02,1265.92584,31.52186607
2016-01-22 03,1175.13269,24.35501639
2016-01-22 04,1134.545363,6.094312039
2016-01-22 05,1121.51603,4.864253602
2016-01-22 06,1107.077005,17.86928901
2016-01-22 07,1081.39681,11.98167455
2016-01-22 08,1162.220631,26.65296204
2016-01-22 09,1266.313484,31.51914746
2016-01-22 10,1364.841225,24.69695262
2016-01-22 11,1443.723392,19.33405074
2016-01-22 12,1500.913028,29.33951854
2016-01-22 13,1531.273096,37.6552599
2016-01-22 14,1650.80007,20.2981457
2016-01-22 15,1698.868537,14.87958524
2016-01-22 16,1716.90294,8.062164377
2016-01-22 17,1692.391249,14.70637527
2016-01-22 18,1635.864683,22.37741986
2016-01-22 19,1534.538999,22.3393515
2016-01-22 20,1483.127505,7.721988914
2016-01-22 21,1620.064146,58.02341226
2016-01-22 22,1675.243462,11.21784246
2016-01-22 23,1647.970071,13.20799428
2016-01-23 00,1594.140172,29.57848941
2016-01-23 01,1499.841789,66.22915355
2016-01-23 02,1369.75536,25.88951598
2016-01-23 03,1285.483323,24.48614387
2016-01-23 04,1227.031317,11.48043708
2016-01-23 05,1196.783032,8.119536568
2016-01-23 06,1171.262793,17.98515033
2016-01-23 07,1101.049424,4.854265608
2016-01-23 08,1117.965611,12.5549825
2016-01-23 09,1182.166638,21.07365516
2016-01-23 10,1254.832093,17.29135041
2016-01-23 11,1303.090022,12.22136801
2016-01-23 12,1344.042422,14.96494947
2016-01-23 13,1390.135248,14.80459066
2016-01-23 14,1434.806066,8.11220691
2016-01-23 15,1437.753131,5.464959709
2016-01-23 16,1424.593351,10.57043334
2016-01-23 17,1385.931539,13.46789317
2016-01-23 18,1339.324672,18.19837365
2016-01-23 19,1277.631517,11.30971734
2016-01-23 20,1278.817454,14.84424555
2016-01-23 21,1415.213757,41.50012324
2016-01-23 22,1437.48251,19.49374388
2016-01-23 23,1385.683705,10.88785904
2016-01-24 00,1338.338667,21.22426366
2016-01-24 01,1262.174542,22.16860903
2016-01-24 02,1179.226113,24.80786121
2016-01-24 03,1105.784467,19.82951373
2016-01-24 04,1055.741868,10.79316137
2016-01-24 05,1027.027743,9.52887319
2016-01-24 06,992.0154432,27.59485821
2016-01-24 07,922.8510787,4.749661619
2016-01-24 08,939.0153562,10.65114695
2016-01-24 09,992.615529,19.69420614
2016-01-24 10,1065.956164,19.94233778
2016-01-24 11,1140.129452,22.08337343
2016-01-24 12,1216.647291,24.91171617
2016-01-24 13,1316.668044,31.37328595
2016-01-24 14,1407.625969,20.6228381
2016-01-24 15,1464.466701,14.06375883
2016-01-24 16,1366.143422,77.78539557
2016-01-24 17,1429.86111,5.676266356
2016-01-24 18,1404.760392,13.72745373
2016-01-24 19,1354.734002,9.33944351
2016-01-24 20,1337.152484,12.4007348
2016-01-24 21,1504.892165,57.56847176
2016-01-24 22,1599.905017,10.40570078
2016-01-24 23,1626.60485,11.02884771
2016-01-25 00,1606.460757,16.94489232
2016-01-25 01,1530.923245,28.47362317
2016-01-25 02,1428.059408,34.35961959
2016-01-25 03,1321.190106,28.4542361
2016-01-25 04,1250.654828,13.64349187
2016-01-25 05,1210.143691,10.36700595
2016-01-25 06,1182.106108,16.58422753
2016-01-25 07,1142.468807,4.672159583
2016-01-25 08,1203.993329,26.82436042
2016-01-25 09,1304.633206,26.99442774
2016-01-25 10,1390.533599,19.26983806
2016-01-25 11,1443.326403,12.10933315
2016-01-25 12,1469.372648,8.018575463
2016-01-25 13,1485.326064,11.78299393
2016-01-25 14,1523.04462,8.864988819
2016-01-25 15,1535.080238,5.911464033
2016-01-25 16,1532.368447,5.65903037
2016-01-25 17,1503.570596,11.962309
2016-01-25 18,1446.600849,20.36908604
2016-01-25 19,1363.310468,15.20479838
2016-01-25 20,1337.398077,14.18687546
2016-01-25 21,1496.760295,48.9846652
